,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
31048,mitsubishi,space-wagon,500,1998,with mileage,333,diesel,2000,blue,mechanics,front-wheel drive,M
31063,volkswagen,multivan,20500,2010,with mileage,337500,diesel,2000,black,auto,front-wheel drive,M
31066,mazda,mpv,5900,2005,with mileage,268000,diesel,2000,gray,mechanics,front-wheel drive,M
31074,nissan,almera-tino,3600,2000,with mileage,350000,diesel,2200,green,mechanics,,M
31077,ford,galaxy,4100,1996,with mileage,404864,diesel,1900,other,mechanics,front-wheel drive,M
31080,ford,galaxy,5600,2002,with mileage,400000,diesel,1900,silver,mechanics,front-wheel drive,M
31085,mitsubishi,carisma,1500,1997,with mileage,300000,petrol,1600,blue,mechanics,front-wheel drive,M
31099,hyundai,matrix,2852,2001,with mileage,281000,diesel,1500,red,mechanics,front-wheel drive,M
31114,volkswagen,transporter,4650,1991,with mileage,400000,diesel,2400,yellow,mechanics,front-wheel drive,M
31121,citroen,berlingo,2200,1999,with mileage,300000,diesel,1900,silver,mechanics,front-wheel drive,M
31136,volkswagen,caddy,6800,2008,with mileage,195000,petrol,1600,black,mechanics,front-wheel drive,M
31138,opel,meriva,7300,2011,with mileage,164000,petrol,1400,gray,mechanics,front-wheel drive,M
31142,mitsubishi,grandis,7500,2006,with mileage,325,diesel,1986,gray,mechanics,front-wheel drive,M
31144,volkswagen,caddy,7000,2007,with mileage,37000,diesel,1900,white,mechanics,front-wheel drive,M
31156,mercedes-benz,vito,7000,2000,with mileage,453000,diesel,2200,green,mechanics,front-wheel drive,M
31166,chrysler,grand-voyager,1000,2000,with mileage,300000,petrol,3300,blue,auto,front-wheel drive,M
31178,renault,scenic,3000,2001,with mileage,370,diesel,1900,silver,mechanics,front-wheel drive,M
31183,volkswagen,transporter,6500,1996,with mileage,675467,diesel,2500,red,mechanics,front-wheel drive,M
31187,volkswagen,caravelle,7300,1997,with mileage,375810,diesel,2500,other,mechanics,front-wheel drive,M
31196,mercedes-benz,vito,5500,2001,with mileage,190000,diesel,2200,silver,auto,front-wheel drive,M
31199,renault,scenic,3000,1998,with mileage,205000,petrol,1600,blue,mechanics,front-wheel drive,M
31213,mitsubishi,carisma,1000,1998,with mileage,190000,diesel,1900,blue,mechanics,front-wheel drive,M
31217,opel,zafira,4500,2002,with mileage,250,diesel,2000,blue,mechanics,front-wheel drive,M
31224,opel,zafira,5950,2003,with mileage,270000,diesel,2200,blue,mechanics,,M
31273,renault,scenic,9999,2012,with mileage,187366,diesel,1500,white,mechanics,front-wheel drive,M
31289,volkswagen,transporter,6200,1999,with mileage,400000,diesel,1900,blue,mechanics,front-wheel drive,M
31304,ford,fusion-usa,13500,2016,with mileage,62444.00134,petrol,1500,silver,auto,front-wheel drive,M
31314,volkswagen,multivan,20450,2011,with mileage,113473,diesel,2000,black,auto,part-time four-wheel drive,M
31320,fiat,doblo,22285,2019,with mileage,0,diesel,1300,silver,mechanics,front-wheel drive,M
31330,mercedes-benz,viano,16900,2008,with mileage,309000,diesel,2200,white,auto,rear drive,M
31334,mazda,mpv,4800,2004,with mileage,267489,diesel,2000,gray,mechanics,,M
31337,mazda,premacy,2500,2000,with mileage,335000,petrol,1800,silver,mechanics,front-wheel drive,M
31359,peugeot,807,5800,2004,with mileage,355000,diesel,2200,black,mechanics,front-wheel drive,M
31364,kia,carens,3950,2003,with mileage,240000,diesel,2000,gray,mechanics,front-wheel drive,M
31368,volkswagen,caddy-maxi,16250,2014,with mileage,1750000,diesel,2000,silver,mechanics,front-wheel drive,M
31377,mercedes-benz,vito,6800,2001,with mileage,280000,diesel,2200,burgundy,mechanics,front-wheel drive,M
31385,mercedes-benz,vito,26800,2016,with mileage,120300,petrol,2000,gray,auto,rear drive,M
31397,volkswagen,touran,5700,2004,with mileage,350000,diesel,2000,silver,mechanics,front-wheel drive,M
31402,kia,carnival,4000,2002,with mileage,340000,diesel,2900,burgundy,mechanics,front-wheel drive,M
31415,ford,galaxy,4950,2002,with mileage,380000,diesel,1900,blue,mechanics,,M
31418,fiat,ulysse,3500,1995,with mileage,312000,petrol,2000,red,mechanics,front-wheel drive,M
31427,ford,galaxy,6600,2004,with mileage,265000,diesel,1900,black,mechanics,front-wheel drive,M
31456,ford,fusion-usa,11200,2013,with mileage,117000,petrol,1500,black,auto,front-wheel drive,M
31461,volkswagen,transporter,5300,1999,with mileage,530000,diesel,1900,white,mechanics,front-wheel drive,M
31478,chrysler,voyager,2500,2002,with mileage,418428.4,petrol,3300,blue,auto,front-wheel drive,M
31479,volkswagen,touran,12850,2015,with mileage,163000,diesel,1600,white,mechanics,front-wheel drive,M
31485,volkswagen,multivan,7000,1994,with mileage,195000,diesel,1900,red,mechanics,front-wheel drive,M
31487,renault,scenic,2000,1997,with mileage,302000,diesel,1900,red,mechanics,front-wheel drive,M
31502,citroen,berlingo,3800,2007,with mileage,200000,petrol,1400,silver,mechanics,front-wheel drive,M
31538,ford,galaxy,2500,1997,with mileage,260,petrol,2000,blue,mechanics,front-wheel drive,M
31548,volkswagen,transporter,21500,2016,with mileage,135000,diesel,1968,white,mechanics,,M
31549,mercedes-benz,b-klass,6500,2005,with mileage,204000,diesel,2000,black,auto,front-wheel drive,M
31569,ford,c-max,5500,2009,with mileage,252573,petrol,1800,black,mechanics,front-wheel drive,M
31573,volkswagen,transporter,4000,1991,with mileage,525500,diesel,1900,green,mechanics,front-wheel drive,M
31584,renault,kangoo,5000,1998,with mileage,260000,diesel,1900,yellow,mechanics,front-wheel drive,M
31586,chrysler,voyager,3300,2001,with mileage,360492.16,petrol,3300,silver,auto,front-wheel drive,M
31598,opel,zafira,9200,2012,with mileage,126000,petrol,1800,silver,mechanics,front-wheel drive,M
31623,citroen,evasion,4300,2000,with mileage,305000,petrol,1800,green,mechanics,front-wheel drive,M
31627,mitsubishi,grandis,6990,2008,with mileage,172000,petrol,2400,blue,mechanics,front-wheel drive,M
31637,renault,scenic,1650,1997,with mileage,364000,petrol,1600,purple,mechanics,front-wheel drive,M
31645,plymouth,voyager,1800,1996,with mileage,240000,petrol,2400,burgundy,auto,front-wheel drive,M
31651,mitsubishi,carisma,1600,1997,with mileage,333333,petrol,1600,black,mechanics,front-wheel drive,M
31654,volkswagen,touran,6500,2006,with mileage,365000,diesel,1900,gray,auto,front-wheel drive,M
31663,volkswagen,multivan,15500,2007,with mileage,350,diesel,2500,black,mechanics,front-wheel drive,M
31665,mitsubishi,space-wagon,2000,1993,with mileage,2500000,diesel,2000,gray,mechanics,front-wheel drive,M
31677,toyota,prius-v-plus,14900,2013,with mileage,106216.44,petrol,1800,silver,auto,front-wheel drive,M
31682,nissan,note,5100,2007,with mileage,240000,petrol,1400,white,mechanics,front-wheel drive,M
31703,renault,scenic,3500,2000,with mileage,303,petrol,1600,silver,mechanics,front-wheel drive,M
31706,citroen,evasion,2000,1998,with mileage,340000,petrol,1800,blue,mechanics,,M
31724,renault,scenic,2500,1999,with mileage,409000,diesel,1900,blue,mechanics,front-wheel drive,M
31728,volkswagen,multivan,33200,2015,with mileage,170000,diesel,1968,blue,mechanics,all-wheel drive,M
31748,volkswagen,transporter,850,1987,with mileage,270000,diesel,1600,yellow,mechanics,rear drive,M
31749,mazda,premacy,3350,2000,with mileage,390000,diesel,2000,silver,mechanics,front-wheel drive,M
31755,seat,alhambra,3300,1996,with mileage,300000,petrol,1984,burgundy,mechanics,front-wheel drive,M
31767,volkswagen,transporter,1609,1995,with mileage,346967,diesel,1900,blue,mechanics,front-wheel drive,M
31769,volkswagen,transporter,5255,1995,with mileage,425000,diesel,1900,blue,mechanics,front-wheel drive,M
31772,volkswagen,caravelle,40800,2018,with mileage,35000,diesel,2000,black,mechanics,front-wheel drive,M
31789,fiat,ulysse,4400,2000,with mileage,299000,diesel,2000,silver,mechanics,front-wheel drive,M
31808,renault,scenic,1150,1997,with mileage,250000,petrol,2000,blue,mechanics,front-wheel drive,M
31817,chrysler,town-and-country,5800,2005,with mileage,210000,petrol,3300,green,auto,front-wheel drive,M
31831,citroen,berlingo,2300,2001,with mileage,265000,petrol,1600,green,mechanics,,M
31834,renault,scenic,1300,1996,with mileage,309,diesel,1900,gray,mechanics,front-wheel drive,M
31837,opel,zafira,4000,2001,with mileage,463111,diesel,2000,silver,mechanics,front-wheel drive,M
31839,mercedes-benz,b-klass,5400,2008,with mileage,270000,diesel,2000,other,auto,front-wheel drive,M
31856,ford,fusion,4500,2006,with mileage,160000,petrol,1400,burgundy,mechanics,front-wheel drive,M
31858,volkswagen,touran,9900,2012,with mileage,133900,petrol,1400,silver,auto,front-wheel drive,M
31886,renault,kangoo,2100,1999,with mileage,290000,diesel,1900,green,mechanics,front-wheel drive,M
31894,ford,c-max,6200,2008,with mileage,195000,petrol,1800,silver,mechanics,front-wheel drive,M
31907,opel,combo,3250,2008,with mileage,389000,diesel,1300,blue,mechanics,front-wheel drive,M
31934,opel,zafira,4200,2000,with mileage,394000,diesel,2000,blue,mechanics,front-wheel drive,M
31937,mitsubishi,carisma,2300,1999,with mileage,462000,diesel,1900,blue,mechanics,front-wheel drive,M
31939,mazda,mpv,3750,2001,with mileage,198000,petrol,2500,blue,auto,front-wheel drive,M
31962,renault,scenic,2300,1997,with mileage,347456,petrol,1600,blue,mechanics,front-wheel drive,M
31980,volkswagen,touran,8600,2009,with mileage,278000,diesel,2000,gray,auto,front-wheel drive,M
31984,volkswagen,caravelle,32700,2016,with mileage,56500,diesel,2000,black,auto,front-wheel drive,M
31991,volkswagen,transporter,6500,1997,with mileage,570000,diesel,1900,burgundy,mechanics,front-wheel drive,M
31998,renault,scenic,3800,2002,with mileage,1,diesel,1900,gray,mechanics,front-wheel drive,M
32012,renault,scenic,2700,1997,with mileage,300000,petrol,1600,blue,mechanics,front-wheel drive,M
32025,volkswagen,touran,7950,2007,with mileage,252136,diesel,1900,silver,mechanics,front-wheel drive,M
32027,peugeot,806,2490,1997,with mileage,274000,petrol,2000,blue,mechanics,front-wheel drive,M
32035,volkswagen,touran,15950,2016,with mileage,147337,diesel,1600,silver,auto,front-wheel drive,M
32044,toyota,corolla-verso,5900,2003,with mileage,345000,diesel,2000,gray,mechanics,front-wheel drive,M
32047,opel,zafira,3500,1999,with mileage,410000,petrol,1600,blue,mechanics,front-wheel drive,M
32053,renault,scenic,7700,2011,with mileage,233000,diesel,1500,gray,mechanics,front-wheel drive,M
32066,volkswagen,transporter,5000,1996,with mileage,380000,diesel,1900,red,mechanics,front-wheel drive,M
32071,volkswagen,transporter,4200,1989,with mileage,83020,diesel,1900,white,mechanics,rear drive,M
32078,mercedes-benz,b-klass,16000,2014,with mileage,50000,diesel,1461,white,mechanics,front-wheel drive,M
32085,volkswagen,caravelle,3350,1991,with mileage,500000,diesel,1900,white,mechanics,front-wheel drive,M
32090,mitsubishi,space-runner,1500,1997,with mileage,330000,diesel,2000,green,mechanics,front-wheel drive,M
32095,nissan,almera-tino,3650,2003,with mileage,308300,diesel,2200,black,mechanics,front-wheel drive,M
32102,volkswagen,transporter,3550,1991,with mileage,300000,diesel,1900,green,mechanics,front-wheel drive,M
32107,chrysler,voyager,4700,2001,with mileage,326700,diesel,2500,black,mechanics,front-wheel drive,M
32112,volkswagen,multivan,13500,2000,with mileage,367000,diesel,2500,blue,mechanics,front-wheel drive,M
32114,ford,fusion-usa,10200,2013,with mileage,125000,petrol,1600,gray,auto,front-wheel drive,M
32124,volkswagen,multivan,10500,1997,with mileage,405000,diesel,2500,red,mechanics,front-wheel drive,M
32128,seat,alhambra,5550,2001,with mileage,400000,diesel,1900,silver,mechanics,front-wheel drive,M
32130,ford,c-max,9200,2010,with mileage,204000,diesel,1600,silver,mechanics,front-wheel drive,M
32138,citroen,c8,5950,2002,with mileage,242546,diesel,2000,burgundy,mechanics,front-wheel drive,M
32177,mazda,mpv,4600,2002,with mileage,350,diesel,2000,other,mechanics,front-wheel drive,M
32196,renault,kangoo,1650,1998,with mileage,273000,petrol,1400,white,mechanics,front-wheel drive,M
32197,volkswagen,caravelle,10500,2006,with mileage,291126,diesel,2460,blue,mechanics,front-wheel drive,M
32211,ford,c-max,8984,2011,with mileage,244122,diesel,1600,blue,mechanics,front-wheel drive,M
32216,opel,zafira,4600,2002,with mileage,230000,diesel,2000,silver,mechanics,front-wheel drive,M
32228,fiat,doblo,4800,2008,with mileage,245000,petrol,1400,gray,mechanics,front-wheel drive,M
32229,seat,alhambra,9355,2005,with mileage,205205,diesel,1900,gray,mechanics,part-time four-wheel drive,M
32231,renault,trafic,12000,2009,with mileage,270050,diesel,2000,yellow,mechanics,front-wheel drive,M
32240,nissan,note,5000,2008,with mileage,135000,petrol,1386,other,mechanics,front-wheel drive,M
32265,opel,meriva,4600,2003,with mileage,275000,diesel,1700,black,mechanics,front-wheel drive,M
32272,mitsubishi,space-wagon,1300,1994,with mileage,333333,diesel,2000,gray,mechanics,front-wheel drive,M
32276,mitsubishi,space-star,5900,2014,with mileage,75000,petrol,1000,other,mechanics,front-wheel drive,M
32288,seat,alhambra,5750,2001,with mileage,349000,diesel,1900,silver,mechanics,front-wheel drive,M
32303,volkswagen,caravelle,7200,1998,with mileage,89000,diesel,2500,white,mechanics,front-wheel drive,M
32351,ford,galaxy,5600,2001,with mileage,380,diesel,1900,silver,mechanics,front-wheel drive,M
32366,volkswagen,transporter,7500,1999,with mileage,450000,diesel,1900,other,mechanics,front-wheel drive,M
32375,mazda,mpv,4850,2002,with mileage,280500,diesel,2000,black,mechanics,front-wheel drive,M
32384,peugeot,807,8299,2008,with mileage,293500,petrol,2000,gray,auto,front-wheel drive,M
32391,renault,scenic,2400,1998,with mileage,1000,diesel,1900,burgundy,mechanics,front-wheel drive,M
32414,volkswagen,transporter,9000,2003,with mileage,294000,diesel,1900,blue,mechanics,front-wheel drive,M
32435,renault,scenic,2050,1997,with mileage,340000,petrol,2000,red,mechanics,front-wheel drive,M
32438,toyota,verso,14500,2016,with mileage,129000,diesel,1600,gray,mechanics,front-wheel drive,M
32449,volkswagen,caravelle,13999,2006,with mileage,370000,diesel,2500,silver,mechanics,front-wheel drive,M
32452,volkswagen,transporter,7500,2000,with mileage,300000,diesel,1900,brown,mechanics,front-wheel drive,M
32467,volkswagen,transporter,5900,2000,with mileage,372000,diesel,1900,white,mechanics,front-wheel drive,M
32474,volkswagen,caddy,2950,2000,with mileage,260000,diesel,1900,blue,mechanics,front-wheel drive,M
32475,hyundai,h-1-starex,16500,2011,with mileage,120000,diesel,2500,white,auto,rear drive,M
32476,volkswagen,transporter,1500,1988,with mileage,150,diesel,1600,blue,mechanics,rear drive,M
32488,volkswagen,touran,9000,2009,with mileage,221000,diesel,1900,silver,mechanics,front-wheel drive,M
32499,volkswagen,transporter,4500,1996,with mileage,312000,diesel,2500,white,mechanics,front-wheel drive,M
32531,fiat,doblo,3945,2007,with mileage,365000,petrol,1400,red,mechanics,front-wheel drive,M
32558,ford,fusion,4200,2004,with mileage,200,petrol,1400,silver,mechanics,front-wheel drive,M
32559,mercedes-benz,vito,6000,1998,with mileage,380000,diesel,2300,blue,mechanics,front-wheel drive,M
32575,renault,scenic,2150,1998,with mileage,350,petrol,1600,green,mechanics,front-wheel drive,M
32583,volkswagen,caddy,8700,2010,with mileage,132682,petrol,1400,red,mechanics,front-wheel drive,M
32589,ford,fusion-usa,10500,2014,with mileage,101000,petrol,1500,silver,auto,front-wheel drive,M
32590,mazda,mpv,4750,2003,with mileage,266000,diesel,2000,silver,mechanics,front-wheel drive,M
32604,ford,galaxy,4000,1999,with mileage,300000,diesel,1900,silver,mechanics,front-wheel drive,M
32611,renault,scenic,600,1997,with mileage,330000,diesel,1900,blue,mechanics,,M
32614,opel,zafira,6900,2009,with mileage,250000,diesel,1700,silver,mechanics,front-wheel drive,M
32621,volkswagen,touran,7500,2009,with mileage,335000,petrol,1400,silver,auto,front-wheel drive,M
32625,opel,combo,1521,1999,with mileage,450000,diesel,1700,white,mechanics,front-wheel drive,M
32628,mercedes-benz,vito,10100,2006,with mileage,375000,diesel,2200,blue,mechanics,rear drive,M
32631,mitsubishi,carisma,1900,1998,with mileage,366000,petrol,1600,red,mechanics,front-wheel drive,M
32632,volkswagen,transporter,6500,1998,with mileage,542,diesel,2500,white,mechanics,front-wheel drive,M
32634,opel,zafira,6100,2005,with mileage,357000,diesel,1900,silver,mechanics,front-wheel drive,M
32640,volkswagen,transporter,6200,1998,with mileage,27,diesel,1900,white,mechanics,front-wheel drive,M
32641,mercedes-benz,vito,6800,1999,with mileage,3000000,diesel,2200,silver,auto,front-wheel drive,M
32662,seat,alhambra,8700,2007,with mileage,198000,diesel,1900,silver,auto,front-wheel drive,M
32681,opel,zafira,4800,2001,with mileage,500000,diesel,2000,silver,mechanics,front-wheel drive,M
32686,opel,combo,6500,2010,with mileage,180000,diesel,1700,blue,mechanics,front-wheel drive,M
32702,volkswagen,touran,6500,2008,with mileage,240000,diesel,1900,silver,mechanics,front-wheel drive,M
32708,ford,galaxy,4450,1998,with mileage,390000,petrol,2300,blue,mechanics,front-wheel drive,M
